asin,collection,size,color,sales,prior_sales,sales_delta,sessions,prior_sessions,units,prior_units,conversion,prior_conversion,conversion_change_pp,qualified
B0BTZ5SDV8,1800 Bed Sheet Set 6 PIECE,Twin XL,Beige,193.62,0.0,193.62,46,11,6,0,0.13043478260869565,0.0,0.13043478260869565,False
B0DGQQNZWS,1800 Bed Sheets,California King,Oxford Stripe Hazy Lilac,193.62,44.97,148.65,103,32,6,1,0.05825242718446602,0.03125,0.02700242718446602,False
B0BTZ3NBBQ,1800 Bed Sheet Set 6 PIECE,Queen,Purple,193.45,175.88,17.569999999999993,74,21,5,4,0.06756756756756757,0.19047619047619047,-0.1229086229086229,False
B0822XR323,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin,Royal Blue,188.85,44.97,143.88,109,15,5,1,0.045871559633027525,0.06666666666666667,-0.02079510703363914,False
B01CYLCGFO,1800 Bed Sheets,Twin XL,Paisley Gray,188.82,174.85,13.969999999999999,270,67,6,5,0.022222222222222223,0.07462686567164178,-0.05240464344941956,False
B0822Y83D3,1800 Bedskirt,Twin,Beige,186.67,99.85,86.82,33,23,11,5,0.3333333333333333,0.21739130434782608,0.11594202898550723,False
B0BTZ5F2C9,1800 Bed Sheet Set 6 PIECE,Queen,Brown,185.97,0.0,185.97,67,15,5,0,0.07462686567164178,0.0,0.07462686567164178,False
B01ES3N46G,1800 Fitted Sheet,Twin XL,Light Gray,185.87,18.97,166.9,41,10,11,1,0.2682926829268293,0.1,0.16829268292682928,False
B0822XD5NV,"1800 Fitted Sheet 21"" Deep",Twin XL,Beige,184.5,76.9,107.6,34,14,15,5,0.4411764705882353,0.35714285714285715,0.08403361344537813,False
B0B5HSDTJP,1800 Duvet Cover Set,Oversized Queen,White,183.85000000000002,45.97,137.88000000000002,53,50,5,1,0.09433962264150944,0.02,0.07433962264150944,False
B01ETTHIS4,1800 Flat Sheet,Full,White,183.24,53.91,129.33,28,13,12,3,0.42857142857142855,0.23076923076923078,0.19780219780219777,False
B0822Z12BH,1800 Pillowcase Set 4 pc,King,Gray,181.89999999999998,27.0,154.89999999999998,26,11,8,1,0.3076923076923077,0.09090909090909091,0.2167832167832168,False
B00ZSHJ0TM,1800 Bed Sheets,California King,Striped Gray/Silver,180.35,44.97,135.38,193,49,5,1,0.025906735751295335,0.02040816326530612,0.005498572485989214,False
B07J3QQ1QR,Cotton Flannel Sheet Set 180GSM,Full,Gray,180.08,0.0,180.08,16,2,4,0,0.25,0.0,0.25,False
B0BTZ68TRH,1800 Bed Sheet Set 6 PIECE,Split King,Beige,179.91,0.0,179.91,56,0,9,0,0.16071428571428573,,,False
B08BZX8G3H,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin XL,Brown,179.85,0.0,179.85,79,28,5,0,0.06329113924050633,0.0,0.06329113924050633,False
B08CZYSCZ9,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin,Coral,179.85,89.94,89.91,72,12,5,2,0.06944444444444445,0.16666666666666666,-0.09722222222222221,False
B0822VTP9F,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin,Beige,179.85,44.97,134.88,121,26,5,1,0.04132231404958678,0.038461538461538464,0.0028607755880483143,False
B0CYCQC3PJ,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Queen,Blush Pink,177.38,0.0,177.38,60,11,4,0,0.06666666666666667,0.0,0.06666666666666667,False
B0CYCNYNXF,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Queen,Tan,177.38,49.97,127.41,99,39,4,1,0.04040404040404041,0.02564102564102564,0.014763014763014767,False
B0822ZP2SL,1800 Bedskirt,Queen,Spa Blue,177.15,62.91,114.24000000000001,81,51,10,3,0.12345679012345678,0.058823529411764705,0.06463326071169208,False
B0DGQQD2WB,1800 Bed Sheets,Twin,Charcoal,174.82,209.82,-35.0,73,17,6,6,0.0821917808219178,0.35294117647058826,-0.27074939564867045,False
B0CYCPMZ75,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Queen,Emerald Green,170.01999999999998,49.97,120.04999999999998,50,8,4,1,0.08,0.125,-0.045,False
B0CNRXRWGJ,1800 Bed Sheets,RV / Short Queen,Pistachio,169.38,34.97,134.41,141,61,6,1,0.0425531914893617,0.01639344262295082,0.02615974886641088,False
B078STM7RW,1800 Duvet Cover Set,Queen,Hotel White with Gray Embroidery,167.85,79.94,87.91,141,179,5,2,0.03546099290780142,0.0111731843575419,0.02428780855025952,False
B0CNRZ31Y6,1800 Bed Sheets,Twin XL,Terracotta,167.82,104.91,62.91,126,35,6,3,0.047619047619047616,0.08571428571428572,-0.0380952380952381,False
B0BTZ74YXG,1800 Bed Sheet Set 6 PIECE,Split King,Golden Ivory,167.52,0.0,167.52,36,16,4,0,0.1111111111111111,0.0,0.1111111111111111,False
B0BTZ6P63N,1800 Bed Sheet Set 6 PIECE,Twin XL,Purple,167.05,0.0,167.05,28,4,5,0,0.17857142857142858,0.0,0.17857142857142858,False
B01ES3NWY0,1800 Fitted Sheet,King,Spa Mint,165.86,21.97,143.89000000000001,70,20,8,1,0.11428571428571428,0.05,0.06428571428571428,False
B01ETTE0EO,1800 Flat Sheet,Twin,Beige,165.24,0.0,165.24,52,11,13,0,0.25,0.0,0.25,False
B0B5HQFYDR,1800 Duvet Cover Set,Oversized King,White,163.07999999999998,94.97999999999999,68.1,104,67,4,2,0.038461538461538464,0.029850746268656716,0.008610792192881748,False
B0CYCRLVKL,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Queen,Hazy Lilac,161.4,49.97,111.43,103,27,4,1,0.038834951456310676,0.037037037037037035,0.0017979144192736413,False
B0BTZ45V1H,1800 Bed Sheet Set 6 PIECE,Twin XL,Lavender,161.35000000000002,75.94,85.41000000000003,41,3,5,2,0.12195121951219512,0.6666666666666666,-0.5447154471544715,False
B0CYCTK7HP,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Full,Sky Blue,159.63,0.0,159.63,76,18,4,0,0.05263157894736842,0.0,0.05263157894736842,False
B0823123JL,1800 Bedskirt,Cal King,Navy Blue,159.60999999999999,183.76,-24.150000000000006,55,25,9,8,0.16363636363636364,0.32,-0.15636363636363637,False
B0CYCPFWQL,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,Blue Hydrangea,159.21,58.97,100.24000000000001,78,20,3,1,0.038461538461538464,0.05,-0.011538461538461539,False
B07X1SX66J,Cotton Flannel Sheet Set 180GSM,King,Light Gray Plaid,158.31,0.0,158.31,24,6,3,0,0.125,0.0,0.125,False
B07X3WN9MY,Cotton Flannel Sheet Set 180GSM,King,Navy,158.31,0.0,158.31,14,4,3,0,0.21428571428571427,0.0,0.21428571428571427,False
B08CZZTNBQ,"1800 Fitted Sheet 21"" Deep",Queen,Spa Mint,158.16,47.94,110.22,100,43,8,2,0.08,0.046511627906976744,0.03348837209302326,False
B0822VY3C6,"1800 Fitted Sheet 21"" Deep",Full,Beige,158.13,0.0,158.13,42,5,9,0,0.21428571428571427,0.0,0.21428571428571427,False
B07PTCBNZX,1800 Duvet Cover Set,Twin,Laced Sky Blue,157.09,0.0,157.09,60,17,7,0,0.11666666666666667,0.0,0.11666666666666667,False
B0822Y8RZ1,1800 Bedskirt,Twin,White,155.73,239.64,-83.91,55,26,9,12,0.16363636363636364,0.46153846153846156,-0.29790209790209793,False
B01N2U4UA3,Cotton Flannel Sheet Set 160GSM,King,Burgundy,153.31,58.97,94.34,19,12,3,1,0.15789473684210525,0.08333333333333333,0.07456140350877193,False
B07WZP5KZL,Cotton Flannel Sheet Set 180GSM,Queen,Floral Feathers,153.31,58.97,94.34,54,19,3,1,0.05555555555555555,0.05263157894736842,0.0029239766081871343,False
B0CYCPB6JF,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,California King,Black,152.91,0.0,152.91,11,0,3,0,0.2727272727272727,,,False
B01ES3L5L2,1800 Fitted Sheet,Queen,Beige,152.73,39.94,112.78999999999999,68,14,9,2,0.1323529411764706,0.14285714285714285,-0.01050420168067226,False
B01ES3M7U0,1800 Fitted Sheet,Queen,Blue Hydrangea,152.73,19.97,132.76,68,17,9,1,0.1323529411764706,0.058823529411764705,0.07352941176470588,False
B01DN0B728,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Emerald Green,152.7,215.64,-62.94,82,38,10,12,0.12195121951219512,0.3157894736842105,-0.1938382541720154,False
B0CYCP3D24,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,Tan,150.36,58.97,91.39000000000001,100,30,3,1,0.03,0.03333333333333333,-0.003333333333333334,False
B0CYCPX4BZ,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,Brown,150.35999999999999,0.0,150.35999999999999,29,10,3,0,0.10344827586206896,0.0,0.10344827586206896,False
B0CYCPG2PK,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,Light Gray,150.35999999999999,235.88,-85.52000000000001,79,23,3,4,0.0379746835443038,0.17391304347826086,-0.13593835993395706,False
B0CYCP355Y,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,Navy Blue,150.35999999999999,0.0,150.35999999999999,41,7,3,0,0.07317073170731707,0.0,0.07317073170731707,False
B016P42QTC,1800 Bed Sheets,Twin XL,Brown,149.38,0.0,149.38,60,16,5,0,0.08333333333333333,0.0,0.08333333333333333,False
B0CNS1GMMB,1800 Bed Sheets,Twin,Terracotta,148.6,104.91,43.69,245,44,5,3,0.02040816326530612,0.06818181818181818,-0.04777365491651206,False
B0BTZ6WFS3,1800 Bed Sheet Set 6 PIECE,Split King,White,148.41,164.91,-16.5,93,35,3,3,0.03225806451612903,0.08571428571428572,-0.053456221198156684,False
B0822Z1DLW,1800 Pillowcase Set 2 pc,Set of 2 King Size,Laced Sky Blue,147.51,35.94,111.57,38,17,9,2,0.23684210526315788,0.11764705882352941,0.11919504643962847,False
B00O35D74Y,1800 Bed Sheets,Twin,Brown,146.85,104.21,42.64,101,31,5,3,0.04950495049504951,0.0967741935483871,-0.04726924305333759,False
B0BTZ66G9R,1800 Bed Sheet Set 6 PIECE,Twin,Gray,146.18,75.18,71.0,34,10,4,2,0.11764705882352941,0.2,-0.0823529411764706,False
B07MS7NX3D,1800 Duvet Cover Set,Queen,Light Gray,146.15,209.82,-63.66999999999999,107,133,5,6,0.04672897196261682,0.045112781954887216,0.0016161900077296051,False
B0822V9PBB,"1800 Fitted Sheet 21"" Deep",King,Beige,145.39,0.0,145.39,50,13,7,0,0.14,0.0,0.14,False
B0CYCQC3PH,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,California King,Ivory,144.81,59.97,84.84,25,8,3,1,0.12,0.125,-0.0050000000000000044,False
B07YYD6YY8,Silk Pillowcase,"Queen 20"" X 30""",Dark Gray,144.35,33.97,110.38,33,8,5,1,0.15151515151515152,0.125,0.02651515151515152,False
B01MT8NVMQ,1800 Bed Sheets,Split King,Brick Red,144.28,46.97,97.31,90,15,4,1,0.044444444444444446,0.06666666666666667,-0.02222222222222222,False
B00O35CYRK,1800 Bed Sheets,California King,Brown,144.28,89.94,54.34,71,24,4,2,0.056338028169014086,0.08333333333333333,-0.026995305164319243,False
B0DGQPGP7Q,1800 Bed Sheets,Split King,Oxford Stripe Sage,144.28,0.0,144.28,173,26,4,0,0.023121387283236993,0.0,0.023121387283236993,False
B08BZX7VLP,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin,Emerald Green,143.88,0.0,143.88,97,18,4,0,0.041237113402061855,0.0,0.041237113402061855,False
B0CNRXP565,1800 Pillowcase Set 2 pc,Set of 2 King Size,Blue Nova,143.73,17.97,125.75999999999999,58,12,9,1,0.15517241379310345,0.08333333333333333,0.07183908045977012,False
B01NCM49W6,Cotton Flannel Sheet Set 160GSM,King,Sage,141.51,117.94,23.569999999999993,36,20,3,2,0.08333333333333333,0.1,-0.016666666666666677,False
B01N6H22Z5,Cotton Flannel Sheet Set 160GSM,Twin XL,Gray,140.68,131.91,8.77000000000001,98,38,4,3,0.04081632653061224,0.07894736842105263,-0.038131041890440386,False
B0822VMF9C,1800 Pillow Shams 2 piece,Standard,Light Gray,140.67000000000002,224.55,-83.88,74,50,11,15,0.14864864864864866,0.3,-0.15135135135135133,False
B0CNWHMBHP,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Burgundy,140.13,0.0,140.13,38,9,9,0,0.23684210526315788,0.0,0.23684210526315788,False
B0CNRXX15B,1800 Bed Sheets,Twin XL,Poppy Orange,139.85,34.97,104.88,124,28,5,1,0.04032258064516129,0.03571428571428571,0.004608294930875577,False
B0CLYBGP2S,1800 Bed Sheets,Twin,Taupe,139.85,69.94,69.91,83,12,5,2,0.060240963855421686,0.16666666666666666,-0.10642570281124497,False
B0DGQQR6R8,1800 Bed Sheets,Twin XL,Oxford Stripe Sage,139.85,0.0,139.85,197,43,5,0,0.025380710659898477,0.0,0.025380710659898477,False
B01ES3LL4I,1800 Fitted Sheet,Queen,Brown,138.76,19.97,118.78999999999999,26,7,8,1,0.3076923076923077,0.14285714285714285,0.16483516483516486,False
B08TRS9MW9,1800 Fitted Sheet,Queen,Golden Ivory,138.76,99.85,38.91,99,28,8,5,0.08080808080808081,0.17857142857142858,-0.09776334776334776,False
B0CYCQM95B,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,California King,White,138.0,56.97,81.03,49,12,3,1,0.061224489795918366,0.08333333333333333,-0.022108843537414963,False
B0822TY5NY,1800 Pillow Shams 2 piece,Standard,Spa Blue,137.67,44.910000000000004,92.75999999999999,75,52,11,3,0.14666666666666667,0.057692307692307696,0.08897435897435897,False
B014MVUFAM,1800 Pillowcase Set 2 pc,Set of 2 King Size,Black,137.43,35.94,101.49000000000001,24,10,9,2,0.375,0.2,0.175,False
B01ES3MJ3U,1800 Fitted Sheet,Queen,Spa Mint,135.76,59.91,75.85,100,24,8,3,0.08,0.125,-0.045,False
B01ETTGAC4,1800 Flat Sheet,King,Light Gray,135.76,59.91,75.85,33,11,8,3,0.24242424242424243,0.2727272727272727,-0.030303030303030276,False
B08CJ7YZ2D,1800 Ultrasonic Coverlet,Twin,Spa Blue,134.31,143.91,-9.599999999999994,35,81,3,3,0.08571428571428572,0.037037037037037035,0.04867724867724868,False
B01ES3MT12,1800 Fitted Sheet,King,Navy Blue,133.99,21.97,112.02000000000001,24,6,7,1,0.2916666666666667,0.16666666666666666,0.12500000000000003,False
B0CYCQ2TNH,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Queen,Taupe,133.91,0.0,133.91,61,18,3,0,0.04918032786885246,0.0,0.04918032786885246,False
B0BTZ4XGNW,1800 Bed Sheet Set 6 PIECE,Full,Blue Hydrangea,132.48,38.97,93.50999999999999,50,12,4,1,0.08,0.08333333333333333,-0.003333333333333327,False
B01ES3MLU6,1800 Fitted Sheet,Twin XL,Gray,131.81,0.0,131.81,25,7,8,0,0.32,0.0,0.32,False
B01ES3MQX8,1800 Fitted Sheet,King,Gray,130.69,43.94,86.75,41,19,7,2,0.17073170731707318,0.10526315789473684,0.06546854942233635,False
B0BTZ7KXB3,1800 Bed Sheet Set 6 PIECE,Twin,Aqua,129.95,0.0,129.95,29,6,4,0,0.13793103448275862,0.0,0.13793103448275862,False
B07WZP1ZLN,Cotton Flannel Sheet Set 160GSM,Full,Pink,129.91,0.0,129.91,22,3,3,0,0.13636363636363635,0.0,0.13636363636363635,False
B00RKHX1WA,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Brick Red,127.56,53.91,73.65,41,21,8,3,0.1951219512195122,0.14285714285714285,0.05226480836236935,False
B01DN0BCWS,1800 Pillowcase Set 2 pc,Set of 2 King Size,Coral,127.56,53.91,73.65,26,17,8,3,0.3076923076923077,0.17647058823529413,0.13122171945701358,False
B014MVUGNS,1800 Pillowcase Set 2 pc,Set of 2 King Size,Lavender,127.55999999999999,35.94,91.61999999999999,42,21,8,2,0.19047619047619047,0.09523809523809523,0.09523809523809523,False
B08V8T981S,1800 Bed Sheets,RV / Short Queen,Black,125.88,174.85,-48.97,74,57,4,5,0.05405405405405406,0.08771929824561403,-0.03366524419155997,False
B0BTZ85K94,1800 Bed Sheet Set 6 PIECE,Full,Aqua,125.84,0.0,125.84,21,4,4,0,0.19047619047619047,0.0,0.19047619047619047,False
B01ETTFPRA,1800 Flat Sheet,King,Gray,124.78999999999999,39.94,84.85,32,11,7,2,0.21875,0.18181818181818182,0.03693181818181818,False
B0822TSDVW,"1800 Fitted Sheet 21"" Deep",Twin XL,Gray,122.99000000000001,0.0,122.99000000000001,53,19,7,0,0.1320754716981132,0.0,0.1320754716981132,False
B08TRQYGNT,1800 Fitted Sheet,Queen,Blush Pink,121.78999999999999,159.76,-37.97,77,24,7,8,0.09090909090909091,0.3333333333333333,-0.2424242424242424,False
B0CYCPRX95,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Full,Gray,121.41,0.0,121.41,26,3,3,0,0.11538461538461539,0.0,0.11538461538461539,False
B08NPT4KJ4,400TC Cotton Sheet Set,King,Burgundy,119.94,0.0,119.94,7,3,2,0,0.2857142857142857,0.0,0.2857142857142857,False
B08BZVWFXT,1800 Bed Sheet Set With DEEP Fitted Sheet,Split King,Brown,119.91,0.0,119.91,81,12,3,0,0.037037037037037035,0.0,0.037037037037037035,False
B01MT8MY31,1800 Bed Sheets,Split King,Black,119.11,0.0,119.11,50,21,3,0,0.06,0.0,0.06,False
B0CLYF6S8G,1800 Bed Sheets,Twin,Burgundy,118.88,69.24000000000001,49.639999999999986,78,15,4,2,0.05128205128205128,0.13333333333333333,-0.08205128205128205,False
B0B2Q6VD38,1800 Bedskirt,Twin XL,Golden Ivory,118.78999999999999,0.0,118.78999999999999,40,28,7,0,0.175,0.0,0.175,False
B099SBTBPD,1800 Duvet Cover Set,Full,White,118.68,164.85,-46.16999999999999,144,59,4,5,0.027777777777777776,0.0847457627118644,-0.05696798493408663,False
B0CNRZM2G6,1800 Pillowcase Set 2 pc,Set of 2 King Size,Sky Blue,118.55999999999999,0.0,118.55999999999999,48,7,8,0,0.16666666666666666,0.0,0.16666666666666666,False
B07J3WFHLF,Cotton Flannel Sheet Set 180GSM,Queen,White,117.94,0.0,117.94,19,7,2,0,0.10526315789473684,0.0,0.10526315789473684,False
B0BMW8WYMQ,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin,Laced Sky Blue,117.59,0.0,117.59,120,20,3,0,0.025,0.0,0.025,False
B08NPR4NG7,400TC Cotton Sheet Set,Full,Gray,116.94,129.94,-13.0,3,3,2,2,0.6666666666666666,0.6666666666666666,0.0,False
B0BTZ4JTHW,1800 Bed Sheet Set 6 PIECE,Split King,Brown,115.94,0.0,115.94,21,8,2,0,0.09523809523809523,0.0,0.09523809523809523,False
B07YYCN2R6,Silk Pillowcase,"Queen 20"" X 30""",White,115.48,0.0,115.48,131,5,4,0,0.030534351145038167,0.0,0.030534351145038167,False
B08CJ3SRSZ,1800 Ultrasonic Coverlet,Twin,Spa Mint,115.10999999999999,95.94,19.169999999999987,121,74,3,2,0.024793388429752067,0.02702702702702703,-0.0022336385972749617,False
B0CYCQ8YLN,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Full,White,114.66,133.11,-18.450000000000017,102,27,3,3,0.029411764705882353,0.1111111111111111,-0.08169934640522875,False
B0822XDH17,1800 Bed Sheet Set With DEEP Fitted Sheet,Twin,Black,114.66,89.94,24.72,58,11,3,2,0.05172413793103448,0.18181818181818182,-0.13009404388714735,False
B0822WVBNY,"1800 Fitted Sheet 21"" Deep",Twin XL,White,114.22,43.94,70.28,69,33,6,2,0.08695652173913043,0.06060606060606061,0.026350461133069825,False
B0DGQPH1CB,1800 Bed Sheets,Split King,Oxford Stripe Blue Nova,113.91,0.0,113.91,118,19,3,0,0.025423728813559324,0.0,0.025423728813559324,False
B01MY7SKC2,1800 Bed Sheets,Split King,Brown,113.50999999999999,93.94,19.569999999999993,97,14,3,2,0.030927835051546393,0.14285714285714285,-0.11192930780559646,False
B01ES3LRXI,1800 Fitted Sheet,Twin,Light Gray,112.84,56.91,55.93000000000001,29,7,7,3,0.2413793103448276,0.42857142857142855,-0.18719211822660095,False
B0822YV9ZR,1800 Bedskirt,King,Light Gray,112.52,114.85,-2.3299999999999983,79,46,6,5,0.0759493670886076,0.10869565217391304,-0.03274628508530544,False
B010LAZU9Y,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Striped Gray/Silver,112.28999999999999,0.0,112.28999999999999,31,7,7,0,0.22580645161290322,0.0,0.22580645161290322,False
B0BTZ5LJPM,1800 Bed Sheet Set 6 PIECE,Queen,Black,112.10999999999999,219.85,-107.74000000000001,53,14,3,5,0.05660377358490566,0.35714285714285715,-0.3005390835579515,False
B01ES3O0TG,1800 Fitted Sheet,California King,White,112.02,0.0,112.02,38,15,6,0,0.15789473684210525,0.0,0.15789473684210525,False
B0CNRZ73D8,1800 Bed Sheets,Twin,Poppy Orange,111.88,34.27,77.60999999999999,245,34,4,1,0.0163265306122449,0.029411764705882353,-0.013085234093637453,False
B09SQF6K5D,1800 Duvet Cover Set,Queen,Sage,111.88,0.0,111.88,108,171,4,0,0.037037037037037035,0.0,0.037037037037037035,False
B08TRQQR3C,1800 Fitted Sheet,Twin,Golden Ivory,110.97,0.0,110.97,27,4,6,0,0.2222222222222222,0.0,0.2222222222222222,False
B0DGQPY788,1800 Bed Sheets,Split King,Oxford Stripe Hazy Lilac,108.21000000000001,0.0,108.21000000000001,129,11,3,0,0.023255813953488372,0.0,0.023255813953488372,False
B0822ZVWFK,1800 Pillowcase Set 4 pc,King,Light Gray,108.00000000000001,27.0,81.00000000000001,35,15,5,1,0.14285714285714285,0.06666666666666667,0.07619047619047618,False
B0D7J7269X,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Full,Beige,107.91,44.97,62.94,33,8,3,1,0.09090909090909091,0.125,-0.03409090909090909,False
B0822Y8J89,1800 Bedskirt,Twin XL,Beige,107.82,159.76,-51.94,66,37,6,8,0.09090909090909091,0.21621621621621623,-0.12530712530712532,False
B0822YXV1M,1800 Bedskirt,Twin,Light Gray,107.82,79.88,27.939999999999998,25,8,6,4,0.24,0.5,-0.26,False
B0822ZGPDG,1800 Bedskirt,Twin XL,Spa Blue,107.82,0.0,107.82,32,16,6,0,0.1875,0.0,0.1875,False
B0822XYSQR,1800 Bedskirt,Full,Beige,107.82,39.94,67.88,92,55,6,2,0.06521739130434782,0.03636363636363636,0.028853754940711462,False
B013FJJVAC,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Royal Blue,106.89,53.91,52.980000000000004,58,14,7,3,0.1206896551724138,0.21428571428571427,-0.09359605911330048,False
B07WZNZTMM,Cotton Flannel Sheet Set 160GSM,King,Light Blue Plaid,106.14,0.0,106.14,13,14,2,0,0.15384615384615385,0.0,0.15384615384615385,False
B08TRP2MBH,1800 Fitted Sheet,Twin XL,Blush Pink,105.27,18.97,86.3,62,13,6,1,0.0967741935483871,0.07692307692307693,0.019851116625310167,False
B0BTZ4HCRP,1800 Bed Sheet Set 6 PIECE,Full,Gray,105.21,0.0,105.21,24,10,3,0,0.125,0.0,0.125,False
B01ES3LXTQ,1800 Fitted Sheet,Queen,Lavender,104.82,19.97,84.85,50,6,6,1,0.12,0.16666666666666666,-0.04666666666666666,False
B0822ZMPN8,1800 Bedskirt,Cal King,Blue Hydrangea,104.5,22.97,81.53,39,13,5,1,0.1282051282051282,0.07692307692307693,0.051282051282051266,False
B0822V4YX9,"1800 Fitted Sheet 21"" Deep",King,Gray,103.85,51.94,51.91,53,18,5,2,0.09433962264150944,0.1111111111111111,-0.016771488469601664,False
B08D112MZC,"1800 Fitted Sheet 21"" Deep",King,Tan,103.85,77.91,25.939999999999998,63,16,5,3,0.07936507936507936,0.1875,-0.10813492063492064,False
B0BTZ6GX35,1800 Bed Sheet Set 6 PIECE,Twin,Navy Blue,102.51,75.94,26.570000000000007,24,9,3,2,0.125,0.2222222222222222,-0.09722222222222221,False
B07YY9Z2JF,Silk Pillowcase,"Standard 20"" X 26""",Pink,101.91,0.0,101.91,26,3,3,0,0.11538461538461539,0.0,0.11538461538461539,False
B0892Q7ZKV,1800 Fitted Sheet,Queen,Spa Blue,101.82,39.94,61.879999999999995,65,14,6,2,0.09230769230769231,0.14285714285714285,-0.050549450549450536,False
B01ETTGNJO,1800 Flat Sheet,King,Blue Hydrangea,101.82,19.97,81.85,39,21,6,1,0.15384615384615385,0.047619047619047616,0.10622710622710624,False
B0822W7ZMZ,1800 Pillow Shams 2 piece,Standard,White,101.75999999999999,134.73,-32.97,27,28,8,9,0.2962962962962963,0.32142857142857145,-0.025132275132275173,False
B0CYCNWF94,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,Taupe,100.24,0.0,100.24,66,13,2,0,0.030303030303030304,0.0,0.030303030303030304,False
B0CYCQ7NHL,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,Blush Pink,100.24,117.94,-17.700000000000003,35,15,2,2,0.05714285714285714,0.13333333333333333,-0.0761904761904762,False
B0CYCSC4DD,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,King,Emerald Green,100.24,58.97,41.269999999999996,51,16,2,1,0.0392156862745098,0.0625,-0.023284313725490197,False
B09SQFZWQ1,1800 Pillowcase Set 2 pc,Set of 2 Standard Size,Madison Blue,99.72,0.0,99.72,48,29,6,0,0.125,0.0,0.125,False
B01ES3OFDM,1800 Fitted Sheet,Full,Light Gray,99.57000000000001,0.0,99.57000000000001,30,7,6,0,0.2,0.0,0.2,False
B0BTZ48312,1800 Bed Sheet Set 6 PIECE,California King,Blue Hydrangea,99.41,0.0,99.41,34,6,2,0,0.058823529411764705,0.0,0.058823529411764705,False
B0BTZ5QTKY,1800 Bed Sheet Set 6 PIECE,Twin,Light Gray,99.28999999999999,225.54,-126.25,27,13,3,6,0.1111111111111111,0.46153846153846156,-0.35042735042735046,False
B0CYCPT2FR,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,Queen,Blue Hydrangea,98.94,0.0,98.94,79,28,2,0,0.02531645569620253,0.0,0.02531645569620253,False
B0CYCPDP31,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,California King,Gray,98.94,0.0,98.94,14,5,2,0,0.14285714285714285,0.0,0.14285714285714285,False
B0BTZ6DW43,1800 Bed Sheet Set 6 PIECE,Split King,Blue Hydrangea,98.54,57.97,40.57000000000001,50,25,2,1,0.04,0.04,0.0,False
B0BTZ73R1X,1800 Bed Sheet Set 6 PIECE,King,Purple,97.99000000000001,52.97,45.02000000000001,46,13,2,1,0.043478260869565216,0.07692307692307693,-0.03344481605351171,False
B01NCLTDAE,Cotton Flannel Sheet Set 160GSM,California King,Gray,97.54,0.0,97.54,13,4,2,0,0.15384615384615385,0.0,0.15384615384615385,False
B01N4E72H6,Cotton Flannel Sheet Set 160GSM,California King,Blue/Gray Snowflakes,97.54,0.0,97.54,15,6,2,0,0.13333333333333333,0.0,0.13333333333333333,False
B0D7J7G354,1800 Bed Sheet Set 6 PC With DEEP Fitted Sheet,California King,Beige,96.84,0.0,96.84,19,14,2,0,0.10526315789473684,0.0,0.10526315789473684,False
B0CLYCPG5T,1800 Bed Sheets,Split King,Burgundy,96.81,0.0,96.81,100,5,3,0,0.03,0.0,0.03,False
B01ES3OZUA,1800 Fitted Sheet,Full,Spa Mint,96.72,0.0,96.72,30,6,6,0,0.2,0.0,0.2,False
B01ES3NN4Y,1800 Fitted Sheet,King,Blue Hydrangea,96.65,21.97,74.68,53,14,5,1,0.09433962264150944,0.07142857142857142,0.022911051212938016,False
B08TRR95RM,1800 Fitted Sheet,King,Sage,96.65,43.94,52.71000000000001,57,20,5,2,0.08771929824561403,0.1,-0.012280701754385975,False
